,comment,date,+/-
4770,"""Bernstein analyst Toni Sacconaghi, Jr. reiterated his Market Perform rating and $265 price target on Tesla stock.""
","Sep 28, 2017 4:48AM ET",
4771,"Model 3 is going to flop, big time. Look at the competition.
","Sep 27, 2017 2:00PM ET",
4772,"And after 400
","Sep 27, 2017 12:56PM ET",
4773,"tesla is going to $330 and after $303
","Sep 27, 2017 11:14AM ET",
4774,"The 100-day moving average of this is indeed $345; if it falls convincingly below here then it could be headed a lot lower. Price action looks very weak.
","Sep 27, 2017 10:01AM ET",
4775,"Tesla comes back come on baby
","Sep 26, 2017 3:29PM ET",
4776,"So if Tesla is a tech company, not a car company, I guess it should fall during a tech sell-off? Or is it a car company when tech is selling off?
","Sep 26, 2017 10:40AM ET",
4777,"Back from one week vacation and Tesla is down $40!?!
","Sep 26, 2017 2:25AM ET",
4778,"Model 3 look like it's falling apart!very bad quality and many problems. Model 3 isn't the only vehicle with alleged troubles. There have been reports of a rattling noise in the Model X suspension. Another user posted photos of the aluminum in the passenge...Show more
","Sep 25, 2017 12:57PM ET",
4779,"I hope you guys are copy my trade so i was short at $376.50 plus 200 put strike price 375 .hei james trane do the math now :)
","Sep 25, 2017 11:54AM ET",
4780,"Bad start to the week, look out below!
","Sep 25, 2017 11:09AM ET",
4781,"Next support 350 after that is bad news like the solarcity one!lol .thank you musk for buying solarcity!
","Sep 22, 2017 12:23PM ET",
4782,"Solar city will bring tesla down look at the news.still short:)
","Sep 22, 2017 11:12AM ET",
4783,"This is bad!solar city a big scam everybody jail! Still short :)
","Sep 22, 2017 11:11AM ET",
4784,"Tesla is totally overvalued. I have nothing against the company but I cannot understand the valuation. BMW already has a fleet of electric, semi autonomous cars no different to Tesla. Daimler already has 5 battery factories. Tesla is one of the least popul...Show more
","Sep 22, 2017 4:38AM ET",
4785,"Bears take notice: Tesla is simply doing what other auto manufacturers had a chance to do many years ago. In response Musk decided to fulfill the niche of a an all electric, autonomous, safe, and American built car. Over the years he's created a moat of pr...Show more
","Sep 21, 2017 10:39PM ET",
4786,"Omg another beautiful day in paradise!:)
","Sep 21, 2017 2:30PM ET",
4787,"Tesla: overhyped, overstretched, overvalued, overbought and overdue a big sell-off.
","Sep 21, 2017 11:13AM ET",
4788,"600 in 2018
","Sep 20, 2017 11:25PM ET",
4789,"Looks like this stock was struggling up at the $380 level; I guess when it rose on a bed of hot air there's not much to keep it up there. Once the Fed signals balance sheet reduction there could be a big sell-off later today.
","Sep 20, 2017 10:01AM ET",
4790,"Why the stock is up? Because fedelity bought another 10% of the company.now is a 30 mil shares !
","Sep 19, 2017 12:16PM ET",
4791,"Yes baby go ! Make a new low record!:)
","Sep 19, 2017 10:53AM ET",
4792,"This week looks set to close at a record level
","Sep 19, 2017 8:13AM ET",
4793,"Tesla added to coverage by Jefferies, price target of $280, implies 27% downside from current level.
","Sep 19, 2017 4:33AM ET",
4794,"TSLA up more than 10% last week. #ElectricPower
","Sep 17, 2017 6:25AM ET",
4795,"It growth in a negative revenue! However, I bet the stock price it will rise shortly.
","Sep 17, 2017 3:27AM ET",
4796,"Can't wait for this to fly skyward once we get the preorder figures for the semi
","Sep 16, 2017 5:30AM ET",
4797,"Unrelated tip here but on the long side anyone who wants a trade into the weekend, consider Rite Aid (RAD), their sale of stores will probable get the go ahead this weekend.
","Sep 15, 2017 3:32PM ET",
4798,"Sorry, not sorry bears. Thanks for holding short LOL
","Sep 15, 2017 2:38PM ET",
4799,"The semi truck will put tesla out of business for good!i just imagine the complain the battery going on fire and the truck stuck on highway omg what a nightmare!
","Sep 15, 2017 9:20AM ET",
4800,"Well above 400 before the semi release, Tesla always rallies before new product! Revenues on the rise baby!
","Sep 14, 2017 11:31PM ET",
4801,"Tesla cars are for rich people that drive 5 miles a day to show off. When i see a tesla on the road they go so slow because they are afraid of runing out of juice. Semi truck ? You are joking:)))
","Sep 14, 2017 7:30PM ET",
4802,"Ok short 1000 mpre at $376.70 i am not giving up on you!!
","Sep 14, 2017 7:24PM ET",
4803,"Tesla is on roll, All u faithless people :)
","Sep 14, 2017 12:59PM ET",
4804,"""Tesla's Head of Business development, Diarmuid O'Connell, leaves after 11 years to 'spend more time with family'""..... There goes another top exec, I wonder why they're leaving?
","Sep 14, 2017 5:06AM ET",
4805,"$369 its hard to break so i am shorting again 1000 share at 366.50!!!go down tesla!!:p
","Sep 13, 2017 9:35PM ET",
4806,"Yup Tesla Semi Truck coming in October
","Sep 13, 2017 9:08PM ET",
4807,"The $400s will be here shortly... short squeeze right around the corner! BUY BUY BUY
","Sep 13, 2017 7:15PM ET",
4808,"You can continue to pump money into the debt machine...everyone else is... I'll hold my short...
","Sep 13, 2017 10:26AM ET",
4809,"So it's a case of retail longs versus institutional shorts with this stock. Yesterday Jim Chanos of Kynikos Associates confirmed his TSLA short. I know what side I'd prefer to be on.
","Sep 13, 2017 5:59AM ET",
4810,"""U.S. Transportation Department has decided to use voluntary guidelines instead of enforceable rules to regulate self-driving cars, saying a flexible approach was best for the emerging technology."" - they're right! Fewer regulations is better for industry!...Show more
","Sep 13, 2017 3:42AM ET",
4811,"Are the Bears broke yet?? Hahahaha (BULLISH)!!!!
","Sep 12, 2017 6:44PM ET",
4812,"Operational limitations of Tesla's Autopilot played a ""major role"" in the fatal 2016 crash of a Model S, according to the NTSB.
","Sep 12, 2017 1:07PM ET",
4813,"Tesla just did a big settlement with the family victim to shut up! ;)
","Sep 12, 2017 11:48AM ET",
4814,"Will National Transportation Safety Board blame Tesla for the self driving Model S crash that killed Josh Brown? Could cause problems
","Sep 12, 2017 3:55AM ET",
4815,"Lithium is the new oil ,if china follows trough last days statement you better get on the batterytrain.
","Sep 12, 2017 2:02AM ET",
4816,"Russo making another assumption, think you're 1 for 15 so far.
","Sep 11, 2017 9:27PM ET",
4817,"All the Lithium company are up!because lithium will be the next oil.the only problem there is not enough off it and is very hard to extract . so the price will go up and the battery to so not good
","Sep 11, 2017 3:47PM ET",
4818,"They need to sell a lot of model 3 and solartiles to keep this momentum. Both is still ""under construction"".
","Sep 11, 2017 11:25AM ET",
4819,"I don't buy it. 4% up on this?
","Sep 11, 2017 10:04AM ET",
4820,"Won't fall, because China banning gas cars is bigger news.
","Sep 11, 2017 8:26AM ET",
4821,"California scrapped the $3B EV subsidy/Tesla bailout bill - how far can Tesla conceivably fall if this starts to affect sales, or perhaps more importantly investor sentiment?
","Sep 11, 2017 3:46AM ET",
4822,"2 billion of cars in the world .the ev are only 1.8 milions so fare now if tesla makes 1 milion of car every year need 2000 years to fill up the planet! Go tesla you can do it!!:)
","Sep 07, 2017 8:26PM ET",
4823,"Given that this stock has been falling like a lead balloon the past few weeks, here are some levels to watch: ST near support at $338/331/310. If these levels break $290 is the next level then nothing until all the way down to $240.
","Sep 06, 2017 10:53AM ET",
4824,"Everybody already know that Tesla is one step forward.
","Sep 06, 2017 9:53AM ET",
4825,"30 to 40% decline may be soon.
","Sep 05, 2017 5:02PM ET",
4826,"Bears forget how quick Tesla can innovate new products and make profit while other are still planning and planning. I believe they will succeed with the new sedan and the heavy-duty industry vehicle will soon follow. I wouldn't be surprised if Tesla revolu...Show more
","Sep 05, 2017 11:29AM ET",
4827,"Fiat is beating Tesla, up 114% past 12 months compared to 60% for Tesla. That's not to say Tesla stock is bad, but it looks like there's more opportunity elsewhere...
","Sep 05, 2017 3:11AM ET",
4828,"Life's good being a Tesla bull, don't short innovative ideas... it never works
","Sep 04, 2017 11:06PM ET",
4829,"Coming up super tax for ev ! $5000 to $9000 a year!! Omg!
","Sep 01, 2017 12:33PM ET",
4830,"Everyone who is commenting is loosing money lololol so obvious. I'm 23 and I've parlayed 100k into 500k on this stock.
","Aug 31, 2017 1:07PM ET",
4831,"Tesla is rated B- on credit watch negative by S&amp;P;, this is known as sub-investment grade (aka junk). Investors take note. Sub-investment grade.
","Aug 30, 2017 12:57PM ET",
4832,"Let's be honest they can't build 300k cars .now they want build semitrucks? Where? with what money and how much will cost?
","Aug 26, 2017 2:58PM ET",
4833,"Lots of short sellers... Great. Ser you in a few weeks when your money is in my account :)
","Aug 25, 2017 8:18AM ET",
4834,"This company isn't rentable, it's losing a lot of money. The fact is this, people are buying shares of tesla for its future expectatives. Pure speculation as the USA share market. I'll short this ********in a few years.
","Aug 24, 2017 10:34AM ET",
4835,"Closed short at $337.5. Now call open because this stock make no sense.the junk bond is going down the company lose milions all the hope in one car.so need go up right?!
","Aug 23, 2017 12:47PM ET",
4836,"If there was one phase I could eliminate....  Can't you people knock that garbage off and try talking like adults again?  That'd really help me out.  Thanks.
","Aug 23, 2017 12:15PM ET",
4837,"Fake news
","Aug 23, 2017 5:50AM ET",
4838,"There is a reason Tesla is rated junk by the ratings agencies S&amp;P; and Moody's - it's junk!
","Aug 21, 2017 3:11PM ET",
4839,"There is a reason Tesla is rated junk by the ratings agencies S&amp;P; and Moody's- it's junk!
","Aug 21, 2017 2:50PM ET",
4840,"Morgan Stanley sold 60% of TSLA shares, same time given recommendation to 450$ LOL. Yes, all institutional investors sold their shares or limited a lot. Big Short?
","Aug 21, 2017 10:20AM ET",
4841,"Top investors of Tesla are selling 40% of their shares for profit taking not a good news for Tesla. The investors might projecting that stock price is going down.
","Aug 18, 2017 10:41AM ET",
4842,"Just go loooong TSLA, $5,000 per share around 2030 is a good bet.
","Aug 13, 2017 8:06PM ET",
4843,"If it breaks above 365 then it may go up to 375-80. On short side if it goes below 351 then it will go further down to 340.
","Aug 13, 2017 1:42AM ET",
4844,"Did we just put in a floor at 308-316 range? Digesting gains this week?
","Aug 12, 2017 3:50AM ET",
4845,"Never i am 1000 share short at $365.47!! Plus 200 put contract$350 !!
","Aug 10, 2017 3:01PM ET",
4846,"Corrado you are less than a Kid. Just Close your positions and take the losses
","Aug 10, 2017 1:33AM ET",
4847,"So many shorters ahahah
","Aug 09, 2017 4:32PM ET",
4848,"Wow did you guys see the ev Porsche , BMW ,Audi and fisker ??!! Wow this are ev cars !! Tesla in comparison look like a toyota Camry!!
","Aug 09, 2017 11:17AM ET",
4849,"1.5 junk bond that nobody wants.i don't know for how long this can go on .only 6% of people in the world will buy a electric car! So i don't know who will buy all the milions of Tesla that musk is dream of making.S and X are allready old and nobody wants t...Show more
","Aug 08, 2017 4:40PM ET",
4850,"I'm stuck short! Short this! It must go down! If it goes up it's MANIPULATION!
","Aug 08, 2017 3:32PM ET",
4851,"Who are Barron 5 and fidelity 0?
","Aug 08, 2017 2:41PM ET",
4852,"3 people move Tesla stock Barron 5 fidelity0 and musk so forget to short the stock is manipulated.
","Aug 08, 2017 10:38AM ET",
4853,"How much money have you lost with TSLA, shorters?
","Aug 08, 2017 9:53AM ET",
4854,"So now 12 billions in debt and growing
","Aug 07, 2017 2:43PM ET",
4855,"This stock is beyond ridiculous.
","Aug 07, 2017 1:57PM ET",
4856,"Will go down to 245 in few days :)
","Aug 07, 2017 1:33PM ET",
4857,"It seems here are many Tesla shorters
","Aug 07, 2017 11:56AM ET",
4858,"After the results of course! More money needed and 65k cancellation for model 3. It's all great !:)i don't trust musk !!
","Aug 07, 2017 10:58AM ET",
4859,"The black hole need more money!! Come give to them:)lol
","Aug 07, 2017 10:54AM ET",
4860,"Goldmnan Sachs says it will go down to $165!     Short Goldman!
","Aug 05, 2017 6:00AM ET",
4861,"Still holding long from 367 but face changed from :/ to :|
","Aug 04, 2017 6:45PM ET",
4862,"With big results it will hit between 380-420
","Aug 04, 2017 12:36PM ET",
4863,"Tesla integrity big 0 ! The day of the result Musk told 500k reservations for model 3 .today told that 63000 people cancel the reservation! So now are 420k al b s
","Aug 04, 2017 11:05AM ET",
4864,"Well, I feel like George Soros right now.. bought at 319..
","Aug 03, 2017 8:24AM ET",
4865,"Those who don't buy today, will tommorow wish they did yesterday
","Aug 02, 2017 8:38PM ET",
4866,"Those who don't sell today, will tomorrow wish they had done it yesterday.
","Aug 02, 2017 10:44AM ET",
4867,"Can anyone clarify if I place half a standard lot on a trade here, and price moves in my direction by one dollar - how much profit is that? Is it the same with all stocks?
","Aug 01, 2017 5:44PM ET",
4868,"I see $265 soon!!!
","Aug 01, 2017 3:06PM ET",
4869,"Being toasted tonight... and even more tomorrow.
","Aug 01, 2017 10:08AM ET",
4870,"Production ***comment cause it down ytd
","Aug 01, 2017 12:07AM ET",
4871,"Fidelity out of tesla
","Jul 31, 2017 5:15PM ET",
4872,"Tesla need pay porsche the copyright for the model 3 omg is so bad!!!
","Jul 29, 2017 2:11PM ET",
4873,"Hi Kris resistance is $343 and last week tesla was up $346 and feel to stay . know again $343 to $385.every one is waiting for the results of the 2Q.
","Jul 29, 2017 2:09PM ET",
4874,"Still holding long from 367 :/
","Jul 29, 2017 7:59AM ET",
4875,"I see Max and Corrado keeps spamming this comment section as a scare tactic. Remember Corrado you said 339 up to 380 and that's about to happen especially after this release today .buying now and going to sell at 395 next friday.MUSK or BUST
","Jul 28, 2017 4:05PM ET",
4876,"Today they gonna make a big thing of 30 cars being handed over. In my book this is symptomatic for Tesla... ants sold as elephants.
","Jul 28, 2017 11:44AM ET",
4877,"It actually does not need a crash to go down a hundred $... just a litle correction. A crash will leave worthless paper.
","Jul 28, 2017 9:20AM ET",
4878,"Just started the crash is imminent!
","Jul 27, 2017 1:41PM ET",
4879,"Nasdaq Crash in the last hour, Tesla stock following
","Jul 27, 2017 1:36PM ET",
4880,"Signal is signal, earnings will tell if signal was right...
","Jul 25, 2017 3:55PM ET",
4881,"yesterday and today candles are on track to form another bearish sing: ""dark cloud cover""
","Jul 25, 2017 11:10AM ET",
4882,"I miss the 8% up days. Do you?
","Jul 24, 2017 10:11PM ET",
4883,"Thoughts for this week? you think Tesla 3 will have an impact on the stock price by the end of week?
","Jul 24, 2017 6:50AM ET",
4884,"Tesla Motors Inc., SolarCity Corp. and Space Exploration Technologies Corp., known as SpaceX, together have benefited from an estimated $4.9 billion in government support, according to data compiled by The Times. The figure underscores a common theme runni...Show more
","Jul 21, 2017 10:42AM ET",
4885,"Tesla is Running out of cash big drop expected this next week .solar city will bring tesla down because is losing money like crazy.
","Jul 20, 2017 10:05AM ET",
4886,"If there was a company producing electric bikes listed in some market index, that would be a nice pick! E-bikes market is literally exploding!! But why it is not the same for electric cars? Main problems are three: first is cost, second is range and third ...Show more
","Jul 19, 2017 5:29PM ET",
4887,"385 to 310: -65 points; 310-330 flag; 330-65=265. Plus right shoulder is forming...
","Jul 19, 2017 4:21PM ET",
4888,"Corrado same analysis means I agree with yours, I have the same view.
","Jul 19, 2017 4:06PM ET",
4889,"Nobody wants electric cars chevy bolt put on old the production.tesla S and X are sitting in parking lots .model 3 ? No update on future orders .so i don't know.!
","Jul 19, 2017 1:08PM ET",
4890,"Corrado, yes, dame analysis on Tesla price
","Jul 18, 2017 8:43AM ET",
4891,"Lithium is big right now and because the high demand the price will go up.buy ***** in a year can double.
","Jul 14, 2017 3:57PM ET",
4892,"I think is $339.4 the resistance going up if break it can go back $380 $303.24 is the breaking point to go back to $269 .for now this is it .waiting on some bad news or good news or some dreaming news from musk:)
","Jul 14, 2017 1:24PM ET",
4893,"Is it time to long or short tesla, pls someone advice !!!!
","Jul 14, 2017 4:34AM ET",
4894,"For those who had long it was wise to close at 330 (if in gain) if in red at 330 I wouldn't know what to say: e.g.: if you are long from above 350 it may take a long time before seeing the position turning green...
","Jul 13, 2017 3:31PM ET",
4895,"Looking more promising now. Still holding my longs in red, hoping to close them above all time high.
","Jul 12, 2017 5:20AM ET",
4896,"Wanted to show a bearish Gartley on 5' but the chart function doesn't allow it... never mind...
","Jul 11, 2017 2:36PM ET",
4897,"I love it . Tesla but 350 van for assistance And they are all Mercedes benz gasoline 3500 !lol
","Jul 11, 2017 1:30PM ET",
4898,"Jonathan hi, no, I was meaning less than 280. If a head and shoulder will take place it would bring to the 250 area, I wouldn't predict a 180 as I have no clues about it. 180 or those numbers would come from poor results of model 3, so I have no idea. It m...Show more
","Jul 11, 2017 1:03PM ET",
4899,"Olia Solhaim, I am Italian and I live in Italy. Don't know about Norway, but I assure you no one drives electric cars here for many reasons. There is one only Tesla with Swiss plate around (I live close to the border) many Ferrari instead!! LOL ...coming t...Show more
","Jul 10, 2017 7:06PM ET",
4900,"And Jonathan, if a head and shoulder pattern will take place you can see it even lower than that. At present I have a TP of my short set at 283 (sl at 322 set in green as I'm short since 370 in leverage 5)
","Jul 10, 2017 2:55PM ET",
4901,"Corrado, in Europe gas is 3 times more expensive than in US but yet no electric cars, they don't work (maybe yet) my wife has a hybrid one from Toyota: a full shame: in the end it consumes even more than a gas one...
","Jul 10, 2017 2:52PM ET",
4902,"China is dumping tesla share ! Because 0 sell in Hong Kong!
","Jul 10, 2017 12:54PM ET",
4903,"Any estimate ( serious one) for the end of the year ? 280-250 ?
","Jul 10, 2017 12:42PM ET",
4904,"Just come back from Europe electricity is going up % 20 peoples can't afford electric cars is to expansive.maybe for USA is cheaper but for many countries electricity is more expensive then gas .i ask if they know Tesla? Not idea what i am talking about!
","Jul 10, 2017 9:58AM ET",
4905,"Hong Kong sales went to zero, Model 3 presentation with 2 photoshop pictures makes lots of doubts if this car is really produced or handmade. Sales plateau. If we break MA100 (so below about 305$) the next stop is 235$. Love shorting it's always going down...Show more
","Jul 09, 2017 7:42PM ET",
4906,"Hit the uptrend and bounced. Good technical buy.
","Jul 09, 2017 9:03AM ET",
4907,"Next price 2000, you shorts are a joke. France bans gas by 2040 is just the start. Clean energy bbbbaaaaabbbbyyyy
","Jul 08, 2017 11:59PM ET",
4908,"245 new price target
","Jul 07, 2017 12:06PM ET",
4909,"Have to stay long on this one, tesla has never had (even though it's a young stock)an adjustment of over 100 points, been close afew times. But this has been the trendd of this stock from day 1, goes way up, falls down some, builds slowly, rinse and repeat
","Jul 07, 2017 10:47AM ET",
4910,"RIP tesla longs. How long will I need to hold? Taking bets
","Jul 06, 2017 6:29PM ET",
4911,"The next goal price is below 300.
","Jul 06, 2017 5:30PM ET",
4912,"Will they introduce Model 3 tomorrow? Any idea of the time that it can happen? Will it be before stock still falling down?
","Jul 06, 2017 5:24PM ET",
4913,"And Kris Barnes, let me tell you that belly sensations along with expectations are the worst indicators ever!. By the way, Tesla is not a car company! And I'm serious now: Nikola Tesla was actually one the best scientist ever. - yes... they just took the n...Show more
","Jul 06, 2017 4:53PM ET",
4914,"At a glance... today we ended up into the 300-325 channel. Do not expect this free fall to run straight forever. Likely we will see rebounds, if not tomorrow maybe next week.. But likely it may be a flag of this week movement that may end up extending do t...Show more
","Jul 06, 2017 4:41PM ET",
4915,"Think 307 is where this stock should be right now, once model 3 starts rolling out, then we will see all time high again, till then I will have to wait on my model3 to be delivered.
","Jul 06, 2017 2:56PM ET",
4916,"I think the prospect of big companies turning electric .. Volvo already announced and other premium segment firms working on electric .. is going to create a lot of competition for this company !
","Jul 06, 2017 12:53PM ET",
4917,"And despite I'm short on the stock, please remember market is never one way. I'm short on stock price, but definitely not against Tesla products. In the end, at a certain point... this stock will be a nice buy IMO
","Jul 06, 2017 12:37PM ET",
4918,"A third leg would bring us to 290, that's a good support. Even 325 was but today Tesla open right below a multi week trend line and extended losses... ihihih
","Jul 06, 2017 12:31PM ET",
4919,"the bubble is starting to explote
","Jul 06, 2017 10:58AM ET",
4920,"healthy correction. Shouldn't be this highly valued... Be realistic. Maybe later in the future :)
","Jul 06, 2017 10:55AM ET",
4921,"Sinking like the Titanic, wont cover until $50
","Jul 06, 2017 10:33AM ET",
4922,"I refuse to close this stock in red! Yell P/L all you want I will hold for years! You win this time, bears
","Jul 06, 2017 10:18AM ET",
4923,"Where is the end?? Maybe tmw it will change?
","Jul 06, 2017 10:12AM ET",
4924,"Where are all the tesleratti? Omg is another beautiful day on the market
","Jul 06, 2017 9:59AM ET",
4925,"Thanks luck i stayed in short!! :-)
","Jul 06, 2017 9:41AM ET",
4926,"This is a nice short :)
","Jul 06, 2017 8:46AM ET",
4927,"New info, that Model S is doubtful regarding crash test. Another lie from Tesla? If it's so super tech company this information shouldn't even touch Tesla stock price.
","Jul 06, 2017 8:44AM ET",
4928,"Lol, this company has been posting earnings akin to oil companies post-November 2014, ab time the bottom falls out
","Jul 06, 2017 7:18AM ET",
4929,"@Holmes: do you still keep your long?
","Jul 06, 2017 12:19AM ET",
4930,"Tesla is going down for many reasons . 1)downgrade 2) sales of model x and s are going down .peoples want the model 3 and not the expansive one.(cannibalism sale) 3)Analyst don't see any profit on the model 3 Now woth the s and x salas down tesla is troubl...Show more
","Jul 05, 2017 8:42PM ET",
4931,"Tesla was caught another time. This time it's confirmed how fast they are loosing Model3 deposits
","Jul 05, 2017 3:51PM ET",
4932,"Closed short opened at 382
","Jul 05, 2017 3:48PM ET",
4933,"Really? So they moved the target down by 10 points (and I remark to 180 from 190) and the stock is losing over 20 points? So why it moved up 30% to 385 if the target price was 190? The truth is Goldman Sacks is not the reason guys...
","Jul 05, 2017 3:32PM ET",
4934,"Tesla has dropped 5% because Goldman Sach has lowered its valuation to $ 180 from $ 190
","Jul 05, 2017 2:59PM ET",
4935,"$338.95 was the support.so now is free falling.like the song:)
","Jul 05, 2017 1:52PM ET",
4936,"No no, Tesla is not a car company... in fact it's losing 5% in one day because some guy said car sales will be lower than expected. And the whole run that took it to 385 was based on speculation about a car that doesn't even exist yet... Tesla may not be a...Show more
","Jul 05, 2017 12:44PM ET",
4937,"Low gas prices will hurt tesla demand
","Jul 05, 2017 11:58AM ET",
4938,"TSLA has some major support areas and demand zones before it hits lower prices such as $180. . $325 is the first support area, then $290-310 as a strong demand zone.
","Jul 05, 2017 11:30AM ET",
4939,"Make money from 30$ to 380$ LONG and 380$ to 0$ short :)
","Jul 05, 2017 11:30AM ET",
4940,"Goldman analyst David Tamberrino cut his six-month price target for Tesla to $180 and the shares fall 5%  - https://invst.ly/4a2nx. Thoughts guys?
","Jul 05, 2017 11:05AM ET",
4941,"Good morning Vietnam!
","Jul 05, 2017 10:05AM ET",
4942,"Goldman slash tesla target price to $180 i think still to high !$140 is my target price :) best day ever!!!
","Jul 05, 2017 9:38AM ET",
4943,"Hmm. That inside candle on H5 was invalidated. But I don't like closing stocks in red. Holding and watching 330 levels for now
","Jul 04, 2017 5:36AM ET",
4944,"OcMeo Jul 01, 2017 1:04AM GMT. TESLA needs at least 12 sessions to accumulate the price ( 353 - 360)
","Jul 03, 2017 8:54PM ET",
4945,"Better here...
","Jul 03, 2017 5:07PM ET",
4946,"P.S. this chart was made on June 16th... https://invst.ly/49f7n
","Jul 03, 2017 4:54PM ET",
4947,"James Tran... you may be the ignorant one as, FYI, Tesla turnover in 2016 was 7 billion dollars and 6.3 billions came from CAR SALES, so saying Tesla is not a car company would be the same as saying that FIAT Chrysler is not a car company because Agnelli f...Show more
","Jul 03, 2017 4:27PM ET",
4948,"How will they make money off a $35k car? The answer is VOLUME. The upper middle-class can't wait to buy electric.
","Jul 03, 2017 3:39PM ET",
4949,"lol... Tesla is not a car company, lol...
","Jul 03, 2017 12:43PM ET",
4950,"Analyst just realized that will be hard to make money with model 3! I am telling everyone one if they can't make money with $100k car how the make money with !35k car!! Get reafy for the big crash!
","Jul 03, 2017 11:59AM ET",
4951,"I'm buying this inside pin bar on monday. Good volume for it too. The preceding 2 red candles have low volume.
","Jul 01, 2017 5:54AM ET",
4952,"I saw TESLA will meet a new big up at October 16 - 17. In short term, it can be adjust around 353 - 360. The balance level support in short time is 347 - 348.
","Jun 30, 2017 11:00AM ET",
4953,"Bears... just zoom the chart out. Get real.
","Jun 30, 2017 8:04AM ET",
4954,"Tesla CEO Elon Musk says there will be 'news' about the Model 3 release date on Sunday $TSLA
","Jun 30, 2017 6:44AM ET",
4955,"Keep ticking down so I get my entry
","Jun 30, 2017 12:48AM ET",
4956,"So James Tran you can educate me and tell me from where Tesla gets its profits from (actually losses up to now) and, in the end, there is nothing bad about being a car company! I sort of like Tesla cars, i indeed love tiles and powerwall, I just don't thin...Show more
","Jun 29, 2017 3:53PM ET",
4957,"Yes, Tesla is a car company. Tiles and powerwalls just a minor thing...
","Jun 29, 2017 2:19PM ET",
4958,"More than 99% of car companies go bust – it’s an industry that has, on the whole, made negative returns for its investors.Which is why Tesla’s $30 billion valuation is absurd, especially given the company’s unrelenting cash burn and mounting debt. In short...Show more
","Jun 29, 2017 4:28AM ET",
4959,"$TSLA Around Earnings Reports
","Jun 28, 2017 6:12PM ET",
4960,"$362.50 strong resistance .i am closing puts
","Jun 28, 2017 10:26AM ET",
4961,"Here we go, approaching decent buy levels. I will take a look at the charts and news today
","Jun 28, 2017 12:12AM ET",
4962,"Today was started the main Bearish Trend Oh Yeah !
","Jun 27, 2017 7:18PM ET",
4963,"Jonathan so you are holding short for some years?? I don't think so, and tesla, in some years will most likely be in the thousands rather than 40s. Right now it is just overvalued but this doesn't mean they are not making good products. As I said I'm short...Show more
","Jun 27, 2017 5:36PM ET",
4964,"They are deleting my post!:(
","Jun 27, 2017 5:28PM ET",
4965,"Ok we have someone saying 40 60 usd and someone saying 1000... just live the market guys with not much expectation. There is chance to make gains in both ways, if you are moderate and smart you can tell and agree. Now do not expect this stock to go bankrup...Show more
","Jun 27, 2017 4:42PM ET",
4966,"Bought 36 at 382, should I sell now to stop more loss? Or should I wait for it to go up again sometime?
","Jun 27, 2017 4:17PM ET",
4967,"Just popped in and wondered if Corrado said something :-)
","Jun 27, 2017 3:59PM ET",
4968,"Noooo :(
","Jun 27, 2017 2:17PM ET",
4969,"Tesla please crush
","Jun 27, 2017 7:07AM ET",
4970,"Are we really going to do this literally every day where TSLA ends up in the red?  Before anyone gets too excited (too late, I know), TSLA followed the nasdaq almost exactly today, and the nasdaq index loss 15 points.  Most major tech stocks were down also...Show more
","Jun 26, 2017 4:06PM ET",
4971,"Once Tesla goes up to 1000, shorters will change mind and BUY either Tesla model s or 3 or better one at that moment with their own money and say, this is AWESOME.. I do not understand why people get happy after they short and the price drops as they want....Show more
","Jun 26, 2017 1:56PM ET",
4972,"Ready to FALL!
","Jun 26, 2017 1:33PM ET",
4973,"When it comes 10% Tesla crush?
","Jun 26, 2017 12:50PM ET",
4974,"Ready for the crash! They need more cash for the model 3 !more and more and more ... And more :)))
","Jun 26, 2017 10:37AM ET",
4975,"I have short on tesla now and i hope tesla plunge
","Jun 26, 2017 6:43AM ET",
4976,"Another all time high for TSLA 383.45 $ !! Don't Stop
","Jun 24, 2017 3:00AM ET",
4977,"Sell @ $384.1. Don't know if this is the top, but price will go down in the future and I think I can make a nice profit.
","Jun 23, 2017 4:07PM ET",
4978,"So what's up next? Are we seeing a breakout? Or a double top? Tomorrow is Friday and maybe the next move of this intricate stock will be revealed... Tesla behaviour is driving everyone doing technical analysis a bit crazy!! Well, it's part of the game.
","Jun 22, 2017 4:26PM ET",
4979,"a good Forum (from Latin ""A Place where people talk"") would actually be a good one when people bring ideas and, particularly in trading ambience, analysis either technical or fundamental. Just imagine someone popping here to get some opinion... in many cas...Show more
","Jun 21, 2017 7:35PM ET",
4980,"| Always ignore | / that guy. /
","Jun 21, 2017 5:19PM ET",
4981,"Ok tesla now os running on fumes or better on sparks:)
","Jun 21, 2017 11:00AM ET",
4982,"Another high director departure today
","Jun 21, 2017 5:41AM ET",
4983,"60.74B market cap. Six or seven months ago it was $40B or so.... What's the short ratio these days?
","Jun 21, 2017 12:53AM ET",
4984,"They try very hard to stay afloat! Now china .sure buid a new factory sure whit $$$ from where? ***** Is going down now.
","Jun 20, 2017 12:51PM ET",
4985,"Rumours about an agreement for Tesla models production in China. Might that be the cause of the current +3.35% in pre-market?
","Jun 20, 2017 5:11AM ET",
4986,"Saying crash is too much I think: the 30% up tesla did after braking the horizontal channel between 300-330 is likely to see a correction and we have technical signal for that but, in the long term we neither technicals nor fundamentals to talk about a rea...Show more
","Jun 19, 2017 2:21PM ET",
